Course_ID,Course_Name,Department,Module,Lesson_Title,Content_Word_Count,Sentence_Count,Readability_Score,Grammar_Score,Learning_Objective_Match,Student_Rating,Completion_Rate,Feedback_Count,Reading_Time_Minutes,Publish_Date,Author,Difficulty_Level,Overall_Quality
C1465,Python Programming,AI&DS,Basics,,727,51.0,50.8,93.8,91.4,2.1,57.3,946,59,2025-01-05,Prof. Meena,Easy,Good
C1467,Web Development,ECE,Introduction,Lesson 7,832,267.0,98.3,55.6,59.5,4.8,81.9,326,16,2024-01-29,Prof. Meena,hard,Good
C1468,AI Fundamentals,CSE,Intermediate,Lesson 15,3352,,83.5,69.9,69.0,0.6,68.1,1325,56,2023-06-07,Unknown,hard,Poor
C1469,AI Fundamentals,CSE,Advanced,Lesson 11,2573,157.0,63.8,0.0,55.0,1.3,66.3,833,52,2024-01-01,Prof.Priya,Easy,Good
C1470,Web Development,AI&DS,Basics,Lesson 16,100,110.0,94.3,81.4,0.0,2.1,96.3,161,53,2024-01-01,Prof.Priya,Medium,Good
C1471,AI Fundamentals,AI&DS,Introduction,Lesson 15,829,37.0,85.8,62.5,82.5,5.0,59.7,407,5,2025-02-13,Unknown,Medium,Average
C1472,Data Structures,ECE,Basics,Lesson 9,2995,113.0,39.2,63.0,82.8,2.1,98.9,1483,70,2024-01-01,Unknown,Easy,Good
C1473,Java Programming,AI&DS,Project,Lesson 7,2736,76.0,59.0,40.4,35.4,3.1,82.0,448,31,2024-01-01,Dr Ravi,Medium,Good
C1474,Web Development,AI&DS,Advanced,Lesson 13,4635,,46.9,52.6,76.3,5.0,34.9,0,38,2024-01-01,Dr Ravi,Medium,Average
C1475,AI Fundamentals,AI&DS,Intermediate,Lesson 7,2144,221.0,57.5,78.2,58.9,0.0,92.4,51,20,2023-04-13,Unknown,Hard,Average
C1476,AI Fundamentals,AI&DS,Advanced,Lesson 16,2376,11.0,36.9,52.7,55.1,1.4,88.2,798,24,2024-01-01,Unknown,hard,Excellent
C1477,AI Fundamentals,AI&DS,Introduction,Lesson 16,3230,104.0,42.8,95.8,66.8,3.1,89.2,305,48,2024-01-01,Unknown,Medium,Poor
C1478,Java Programming,AI&DS,Project,Lesson 25,2319,89.0,35.8,67.8,67.2,2.1,65.3,377,87,2025-02-23,Dr Ravi,Hard,good
C1479,Machine Learning,AI&DS,Basics,Lesson 3,583,202.0,69.7,76.9,59.6,3.0,97.9,1495,88,2024-02-27,Dr. Kumar,Hard,Average
C1480,Web Development,AI&DS,Advanced,Lesson 2,4751,5.0,67.4,74.4,94.7,0.0,56.5,420,1,2023-06-30,Unknown,,Good
C1481,AI Fundamentals,ECE,Introduction,Lesson 7,2454,273.0,0.0,100.0,86.6,5.0,47.8,1356,110,2024-01-01,Prof. Meena,,good
C1482,AI Fundamentals,AI&DS,Basics,Lesson 14,3976,95.0,0.0,42.6,55.5,0.0,78.9,1377,86,2024-02-24,Prof.Priya,Hard,Good
C1483,AI Fundamentals,IT,Basics,Lesson 11,4215,60.0,57.6,53.4,94.5,1.3,50.3,1069,16,2024-02-29,Dr Ravi,,good
C1484,Python Programming,CSE,Intermediate,Lesson 2,4749,122.0,48.2,68.2,89.6,3.4,55.3,1054,79,2023-10-19,Dr. Kumar,Medium,good
C1485,Machine Learning,AI&DS,Project,Lesson 25,3367,163.0,35.6,97.9,38.1,2.3,89.7,959,41,2025-05-18,Unknown,hard,Good
C1486,DBMS,ECE,Intermediate,Lesson 23,4131,35.0,64.3,100.0,97.0,1.3,37.3,1339,10,2024-02-29,Prof.Priya,Medium,Good
C1487,AI Fundamentals,AI&DS,Basics,Lesson 7,4468,49.0,56.7,92.3,68.9,4.5,99.6,973,6,2024-01-01,Unknown,Easy,Poor
C1488,AI Fundamentals,AI&DS,Intermediate,Lesson 8,1241,203.0,82.4,67.7,99.5,5.0,98.2,1470,21,2024-01-01,Prof. Meena,hard,Good
C1489,Machine Learning,AI&DS,Advanced,,2817,,78.5,47.1,90.3,4.1,31.0,436,31,2024-09-21,Prof.Priya,Hard,good
C1490,Machine Learning,IT,Intermediate,Lesson 20,640,228.0,72.2,40.1,78.7,3.1,50.4,1182,44,2023-05-28,Prof.Priya,Medium,Good
C1491,AI Fundamentals,AI&DS,Basics,Lesson 11,3156,268.0,71.1,94.3,100.0,4.2,42.4,454,42,2023-04-04,Dr. Kumar,Easy,Good
C1492,Web Development,ECE,Intermediate,Lesson 19,3086,51.0,72.4,85.5,90.8,5.0,96.3,1120,18,2024-01-01,Dr. Kumar,,Average
C1493,Web Development,AI&DS,Basics,,1662,180.0,52.6,70.3,58.9,4.8,42.0,1015,39,2024-01-01,Prof.Priya,,good
C1494,Java Programming,AI&DS,Intermediate,Lesson 15,3526,26.0,67.2,100.0,95.1,2.8,35.4,749,7,2025-03-22,Dr Ravi,Hard,Excellent
C1495,AI Fundamentals,AI&DS,Intermediate,Lesson 17,2677,299.0,57.3,40.5,81.6,1.5,38.8,193,51,2024-01-01,Unknown,Medium,Poor
C1496,Python Programming,AI&DS,Project,Lesson 23,3502,209.0,42.6,60.5,56.2,5.0,39.5,1285,61,2024-01-01,Prof. Meena,Easy,good
C1497,Python Programming,ECE,Basics,Lesson 19,1543,148.0,49.0,82.8,100.0,0.1,98.3,53,72,2025-01-08,Prof. Meena,Easy,Good
C1498,Web Development,CSE,Basics,Lesson 24,2943,119.0,85.2,93.8,38.2,0.4,79.0,226,7,2023-05-20,Prof.Priya,hard,Excellent
C1499,Java Programming,ECE,Intermediate,Lesson 16,4796,105.0,46.5,40.2,36.3,0.5,44.3,673,10,2024-11-07,Unknown,Easy,Average
C1500,Web Development,AI&DS,Intermediate,Lesson 13,3587,92.0,57.8,81.9,54.6,4.9,0.0,634,6,2024-01-09,Prof.Priya,hard,good
C1501,Machine Learning,IT,Project,Lesson 7,3542,256.0,84.3,73.5,65.8,5.0,38.3,278,87,2024-01-01,Prof. Meena,Hard,Excellent
C1502,Machine Learning,AI&DS,Introduction,Lesson 13,1654,262.0,51.0,71.1,64.5,4.8,57.4,980,85,2024-01-01,Dr. Kumar,Easy,Good
C1503,Java Programming,AI&DS,Advanced,Lesson 8,3309,82.0,100.0,61.8,63.7,4.5,100.0,1385,70,2024-01-15,Unknown,Medium,Excellent
C1504,AI Fundamentals,AI&DS,Project,Lesson 23,958,201.0,98.5,96.6,83.4,4.5,77.5,1481,9,2024-01-01,Prof. Meena,Easy,Good
C1505,Data Structures,AI&DS,Advanced,Lesson 12,2042,44.0,100.0,93.6,52.2,0.0,93.8,22,42,2024-11-30,Prof.Priya,hard,Poor
C1506,Machine Learning,AI&DS,Project,Lesson 7,1752,11.0,70.3,76.9,90.2,1.3,100.0,909,75,2024-11-18,Prof.Priya,Medium,Good
C1507,Machine Learning,AI&DS,Introduction,Lesson 9,100,248.0,80.0,43.5,100.0,4.4,66.8,124,27,2024-01-01,Dr Ravi,Medium,Good
C1508,Java Programming,AI&DS,Basics,Lesson 15,4433,156.0,69.2,69.8,60.2,0.1,79.6,1363,44,2023-01-15,Prof.Priya,Easy,Good
C1509,Machine Learning,ECE,Introduction,Lesson 5,3861,165.0,71.5,100.0,66.4,0.0,74.9,1054,62,2024-03-30,Dr Ravi,Hard,Poor
C1510,DBMS,AI&DS,Introduction,Lesson 12,100,252.0,100.0,57.0,63.8,0.1,67.6,1264,17,2023-01-14,Unknown,hard,Excellent
C1511,Data Structures,AI&DS,Advanced,Lesson 6,4777,128.0,62.0,100.0,62.3,4.4,41.7,0,6,2023-03-17,Prof. Meena,Hard,Average
C1512,Machine Learning,AI&DS,Intermediate,Lesson 8,3401,230.0,35.6,80.5,88.3,4.0,100.0,1442,81,2024-11-04,Dr. Kumar,,Good
C1513,Python Programming,AI&DS,Basics,Lesson 14,3020,135.0,83.9,43.6,97.5,1.9,72.6,1050,32,2024-01-01,Dr. Kumar,Hard,Good
C1514,Java Programming,AI&DS,Introduction,Lesson 7,1671,297.0,65.2,52.4,80.6,0.0,93.3,954,71,2024-11-01,Dr Ravi,Easy,Average
C1515,Web Development,AI&DS,Basics,Lesson 8,2625,23.0,57.2,75.3,52.1,5.0,80.2,720,40,2024-01-01,Dr Ravi,Hard,good
C1516,Data Structures,AI&DS,Project,Lesson 16,1452,42.0,80.2,60.9,70.9,0.0,83.7,277,69,2023-04-29,Dr Ravi,Medium,Good
C1517,Machine Learning,IT,Intermediate,Lesson 11,505,136.0,71.7,72.7,100.0,3.1,0.0,342,46,2024-01-01,Unknown,Easy,Excellent
C1518,AI Fundamentals,IT,Project,Lesson 12,4962,44.0,58.1,99.0,71.6,4.2,49.2,270,80,2025-04-22,Prof. Meena,Hard,Good
C1519,,ECE,Introduction,Lesson 16,2353,130.0,78.4,43.5,100.0,2.2,40.8,1285,22,2024-01-01,Prof. Meena,,Good
C1520,Machine Learning,AI&DS,Basics,Lesson 3,1074,274.0,65.3,69.9,85.0,2.2,89.7,1043,14,2024-04-01,Prof. Meena,Easy,Average
C1521,Java Programming,AI&DS,Basics,,5615,295.0,46.3,100.0,70.4,5.0,78.5,364,57,2024-01-01,Dr. Kumar,hard,Excellent
C1523,DBMS,AI&DS,Basics,Lesson 18,2536,103.0,98.9,68.2,78.8,0.8,35.6,392,78,2023-05-03,Dr Ravi,Easy,Good
C1524,AI Fundamentals,AI&DS,Advanced,Lesson 9,2969,239.0,55.4,53.0,44.0,4.8,63.8,1066,55,2024-01-01,Prof.Priya,Medium,good
C1525,,AI&DS,Project,Lesson 13,3741,171.0,84.2,48.5,57.2,3.7,46.4,888,87,2024-01-01,Prof. Meena,,good
C1526,Java Programming,AI&DS,Basics,Lesson 22,3361,126.0,0.0,100.0,0.0,2.3,74.3,664,28,2023-07-15,Prof. Meena,hard,good
C1527,Web Development,AI&DS,Intermediate,Lesson 1,555,252.0,54.6,81.7,48.0,1.1,39.7,0,44,2023-10-04,Prof. Meena,Medium,good
C1528,Java Programming,CSE,Introduction,Lesson 12,2971,112.0,82.6,45.9,99.9,2.6,55.7,415,44,2024-01-01,Dr Ravi,,Average
C1529,Java Programming,CSE,Basics,Lesson 7,2162,96.0,75.6,99.2,57.8,2.2,69.1,1017,19,2024-08-09,Prof.Priya,Easy,Good
C1530,Machine Learning,AI&DS,Intermediate,Lesson 11,1503,274.0,94.1,92.7,66.7,3.5,91.4,153,45,2024-01-01,Dr. Kumar,,Good
C1531,Web Development,AI&DS,Advanced,Lesson 15,2553,172.0,76.3,82.9,100.0,5.0,0.0,1434,69,2024-01-01,Prof. Meena,hard,Good
C1532,Python Programming,AI&DS,Introduction,Lesson 5,3333,65.0,60.7,40.7,73.2,3.4,55.8,418,12,2024-12-07,Unknown,,Average
C1533,AI Fundamentals,AI&DS,Advanced,Lesson 4,4412,205.0,76.9,55.1,62.6,2.9,52.6,715,56,2024-06-08,Prof.Priya,Easy,good
C1534,Web Development,ECE,Basics,Lesson 6,2398,151.0,86.0,79.1,46.8,1.9,95.9,676,15,2024-01-01,Dr. Kumar,,Excellent
C1535,Web Development,CSE,Basics,Lesson 6,1499,113.0,70.5,65.1,99.2,0.1,0.0,668,81,2024-01-01,Prof. Meena,Easy,Average
C1536,Web Development,AI&DS,Basics,Lesson 5,1266,177.0,41.9,100.0,61.8,1.0,76.3,409,64,2024-01-01,Dr Ravi,Easy,Good
,Machine Learning,AI&DS,Advanced,Lesson 5,4066,128.0,79.1,68.9,41.7,3.4,80.1,671,88,2023-08-09,Prof.Priya,,Excellent
C1538,Data Structures,IT,Intermediate,Lesson 9,460,122.0,36.7,90.0,73.9,4.8,43.3,583,15,2024-03-17,Dr Ravi,hard,Good
C1540,DBMS,ECE,Basics,Lesson 24,2702,246.0,47.9,69.5,36.1,3.9,55.2,645,54,2024-01-01,Prof. Meena,Easy,Good
C1541,Web Development,AI&DS,Project,Lesson 10,4134,188.0,97.8,81.0,85.1,2.3,100.0,866,15,2023-07-21,Dr. Kumar,Hard,Poor
C1542,Web Development,AI&DS,Basics,Lesson 6,4800,207.0,77.2,72.0,48.4,2.4,41.5,257,8,2024-01-01,Unknown,Medium,good
C1543,,IT,Project,Lesson 4,3402,233.0,75.6,53.3,94.9,2.9,59.4,709,44,2024-02-13,Prof. Meena,Medium,good
C1544,DBMS,AI&DS,Intermediate,Lesson 25,4679,31.0,76.7,64.4,58.9,1.6,34.0,221,53,2025-03-09,Dr Ravi,,good
C1545,Python Programming,AI&DS,Introduction,Lesson 19,4329,77.0,44.6,69.2,66.4,3.1,54.0,523,65,2024-01-01,Prof. Meena,Easy,Average
C1546,Java Programming,IT,Basics,Lesson 14,4570,263.0,66.0,68.2,100.0,5.0,77.2,461,70,2023-10-22,Dr Ravi,hard,Good
C1547,Machine Learning,AI&DS,Project,Lesson 24,1166,163.0,84.5,64.8,63.3,2.5,38.3,12,72,2024-01-01,Unknown,hard,Excellent
C1548,AI Fundamentals,ECE,Basics,Lesson 18,3820,270.0,88.1,79.9,84.5,2.3,94.0,1455,27,2024-01-01,Dr Ravi,Easy,Excellent
C1549,DBMS,ECE,Introduction,Lesson 16,1516,229.0,49.9,49.3,74.8,2.5,38.8,132,46,2024-05-21,Dr Ravi,Hard,Good
C1550,Java Programming,AI&DS,Basics,Lesson 13,1950,154.0,84.9,97.3,61.5,3.0,66.7,126,34,2024-01-01,Prof. Meena,Medium,Poor
C1551,Python Programming,AI&DS,Project,Lesson 25,2589,87.0,48.4,100.0,46.9,5.0,77.0,1013,37,2024-01-01,Dr. Kumar,Medium,Average
C1552,Data Structures,AI&DS,Basics,,2357,19.0,95.8,52.2,59.8,0.7,39.7,190,5,2023-12-25,Unknown,,Poor
C1553,DBMS,CSE,Intermediate,Lesson 22,2421,198.0,51.0,99.1,83.3,2.1,0.0,1475,20,2024-03-01,Dr Ravi,Medium,Good
C1554,DBMS,AI&DS,Project,Lesson 12,1852,214.0,84.0,93.1,82.3,2.5,73.2,583,26,2024-11-12,Prof. Meena,Hard,Poor
C1555,Data Structures,AI&DS,Introduction,Lesson 1,1100,194.0,42.1,60.0,67.4,5.0,76.0,510,1,2024-01-01,Dr Ravi,hard,Good
C1556,Java Programming,AI&DS,Advanced,Lesson 15,4424,43.0,49.1,65.6,89.8,0.0,47.1,1416,34,2024-01-01,Unknown,hard,good
C1557,AI Fundamentals,CSE,Intermediate,Lesson 10,3989,67.0,80.9,56.5,93.7,0.5,47.6,435,32,2023-03-16,Dr Ravi,Medium,Good
C1558,Data Structures,CSE,Intermediate,Lesson 6,3904,103.0,62.3,82.6,98.4,5.0,88.8,679,27,2024-12-06,Unknown,hard,Good
C1559,Machine Learning,AI&DS,Basics,Lesson 12,4165,17.0,62.2,63.4,39.1,5.0,77.9,980,40,2024-01-01,Prof.Priya,Medium,good
C1560,Data Structures,AI&DS,Basics,Lesson 15,585,237.0,100.0,51.6,0.0,0.7,99.2,1182,57,2023-06-12,Dr. Kumar,hard,Average
C1561,AI Fundamentals,AI&DS,Project,Lesson 4,2168,46.0,69.2,54.8,73.2,1.1,81.4,1228,65,2023-05-18,Dr Ravi,Medium,Good
C1562,AI Fundamentals,AI&DS,Intermediate,Lesson 6,2459,53.0,100.0,76.3,65.5,2.0,77.9,360,53,2024-01-01,Prof.Priya,Medium,Average
C1563,Machine Learning,AI&DS,Basics,Lesson 7,4542,48.0,36.7,42.1,100.0,4.8,92.5,1309,69,2024-01-01,Prof.Priya,Hard,good
C1564,Machine Learning,AI&DS,Project,Lesson 14,3311,118.0,50.9,87.6,100.0,1.7,36.1,1075,11,2025-03-26,Dr. Kumar,Hard,good
C1565,Python Programming,AI&DS,Basics,Lesson 20,2139,108.0,92.5,80.3,72.5,0.1,69.9,1453,65,2024-06-02,Prof. Meena,Easy,Good
C1566,Python Programming,AI&DS,Project,Lesson 6,4735,25.0,38.8,96.8,69.6,0.5,98.1,56,27,2024-06-29,Unknown,hard,Good
C1567,Java Programming,AI&DS,Basics,Lesson 13,4318,22.0,45.6,69.6,80.6,3.1,51.0,1113,44,2024-01-01,Dr Ravi,hard,Average
C1568,DBMS,IT,Project,Lesson 11,1137,242.0,73.9,68.0,37.9,2.2,100.0,63,11,2024-01-01,Prof. Meena,Hard,Poor
C1569,Machine Learning,AI&DS,Intermediate,Lesson 10,3122,21.0,49.3,52.5,88.7,4.9,54.1,1489,73,2024-01-01,Dr. Kumar,Hard,Average
C1570,AI Fundamentals,AI&DS,Basics,Lesson 3,531,79.0,73.4,82.2,60.3,2.2,100.0,655,87,2024-02-03,Unknown,Medium,Average
C1571,Data Structures,ECE,Basics,Lesson 10,2283,123.0,84.9,69.7,75.2,2.2,71.4,1401,1,2024-10-22,Dr. Kumar,Hard,Good
C1572,Data Structures,CSE,Intermediate,Lesson 6,3720,85.0,86.7,100.0,41.6,4.3,49.1,1050,41,2024-01-01,Prof.Priya,Hard,Average
C1574,Machine Learning,CSE,Basics,Lesson 3,1828,298.0,72.2,81.2,99.5,0.3,51.2,0,7,2024-11-22,Prof.Priya,,Average
C1575,Data Structures,AI&DS,Project,Lesson 25,3379,69.0,80.3,64.5,83.4,3.8,76.7,573,86,2024-01-01,Prof.Priya,Hard,Good
C1576,Data Structures,AI&DS,Basics,Lesson 7,4228,270.0,95.7,94.7,37.4,4.5,56.8,576,38,2025-02-19,Prof. Meena,Hard,Good
C1577,Machine Learning,AI&DS,Intermediate,Lesson 10,3791,129.0,88.9,43.8,37.7,3.2,77.4,1477,58,2024-01-01,Prof. Meena,Medium,Poor
C1578,Java Programming,CSE,Project,Lesson 17,100,152.0,49.9,84.0,50.9,2.6,98.6,570,53,2024-01-01,Dr Ravi,,Good
C1579,Data Structures,AI&DS,Basics,Lesson 3,2971,97.0,86.1,100.0,40.4,3.9,45.7,96,1,2024-01-01,Prof.Priya,Medium,Excellent
C1580,Python Programming,AI&DS,Advanced,,100,204.0,40.1,76.8,75.9,3.1,84.9,776,76,2024-01-01,Unknown,Hard,Poor
C1581,Web Development,CSE,Basics,Lesson 13,3357,26.0,89.0,93.8,96.9,1.8,77.6,438,74,2024-10-10,Dr. Kumar,Medium,good
C1582,Data Structures,AI&DS,Introduction,Lesson 6,4919,241.0,40.1,43.9,64.2,2.4,77.5,380,48,2025-05-02,Unknown,Hard,Excellent
C1583,Machine Learning,AI&DS,Basics,Lesson 4,658,170.0,38.9,90.6,71.2,3.9,75.4,499,65,2024-01-01,Prof.Priya,Medium,Good
C1584,AI Fundamentals,AI&DS,Advanced,,4925,257.0,0.0,94.8,53.9,4.7,87.7,1387,90,2023-07-21,Unknown,hard,Excellent
C1585,Machine Learning,CSE,Advanced,Lesson 11,3153,152.0,58.3,71.9,73.5,5.0,42.5,674,17,2024-10-28,Dr Ravi,Medium,Good
C1586,DBMS,AI&DS,Basics,Lesson 4,3993,55.0,73.3,96.2,47.4,1.9,0.0,783,51,2024-05-27,Prof. Meena,Medium,Excellent
C1587,AI Fundamentals,CSE,Basics,Lesson 25,4224,164.0,100.0,72.7,41.0,4.4,44.1,1365,87,2023-09-01,Dr Ravi,Medium,Average
C1588,Data Structures,AI&DS,Basics,Lesson 19,2996,120.0,89.0,100.0,0.0,0.1,33.6,1252,5,2025-05-17,Dr Ravi,,Poor
C1589,AI Fundamentals,IT,Introduction,Lesson 13,1930,90.0,37.3,80.7,0.0,0.0,36.7,1336,83,2025-03-14,Prof.Priya,Medium,Poor
C1590,Machine Learning,AI&DS,Basics,Lesson 3,1165,22.0,50.8,74.6,74.4,1.0,57.1,1273,37,2024-01-01,Dr. Kumar,hard,Excellent
C1592,Machine Learning,CSE,Basics,Lesson 16,4570,110.0,84.7,49.8,79.1,4.8,55.2,363,56,2024-09-24,Dr Ravi,Medium,Good
C1593,Data Structures,AI&DS,Project,Lesson 23,4000,66.0,54.2,49.1,86.6,2.7,87.0,1053,36,2024-01-01,Dr. Kumar,,Poor
C1594,DBMS,AI&DS,Advanced,Lesson 16,4462,9.0,98.0,47.0,78.3,5.0,57.2,1006,31,2024-10-21,Unknown,hard,good
C1596,Web Development,AI&DS,Project,Lesson 12,813,,67.9,58.7,94.0,4.1,66.4,673,34,2024-01-01,Unknown,Easy,Excellent
C1597,Data Structures,AI&DS,Advanced,Lesson 18,4150,138.0,83.9,67.6,69.2,2.3,32.5,564,70,2024-01-01,Dr. Kumar,,Good
C1598,Data Structures,CSE,Basics,Lesson 1,1366,73.0,98.7,85.8,76.8,5.0,51.2,916,73,2024-06-29,Dr Ravi,Hard,Good
C1599,Data Structures,AI&DS,Project,Lesson 3,1726,236.0,39.0,77.1,54.9,3.9,59.4,1241,58,2024-01-01,Dr. Kumar,Hard,good
C1600,Java Programming,AI&DS,Advanced,Lesson 20,1927,277.0,66.3,100.0,82.9,3.9,51.6,118,72,2024-01-01,Prof.Priya,Easy,good
C1601,Data Structures,ECE,Basics,Lesson 6,1969,291.0,38.0,91.7,93.0,0.9,49.7,773,72,2024-01-01,Dr. Kumar,Hard,Good
C1602,DBMS,CSE,Basics,Lesson 7,3120,42.0,93.1,74.9,61.2,3.4,82.8,1103,17,2023-02-10,Dr. Kumar,Hard,Good
C1603,DBMS,AI&DS,Project,Lesson 5,3355,213.0,97.2,89.6,86.8,0.9,56.8,1498,9,2023-08-26,Dr Ravi,Medium,Average
C1604,Web Development,AI&DS,Intermediate,Lesson 21,3540,16.0,77.2,50.5,98.1,5.0,96.5,1211,90,2023-10-09,Dr. Kumar,Hard,Good
C1605,DBMS,AI&DS,Project,Lesson 20,902,72.0,35.2,100.0,88.4,4.7,95.0,1248,79,2024-10-16,Unknown,Easy,Excellent
C1606,,ECE,Introduction,Lesson 16,1080,13.0,93.3,76.6,69.3,0.5,36.0,714,58,2024-01-01,Unknown,Easy,Average
C1607,Data Structures,ECE,Intermediate,Lesson 4,2039,270.0,58.8,69.1,66.2,2.0,58.4,576,15,2024-01-01,Unknown,hard,good
C1608,Web Development,AI&DS,Basics,Lesson 25,3967,52.0,100.0,100.0,96.6,1.8,84.8,54,29,2024-05-22,Prof. Meena,hard,Good
C1609,Web Development,IT,Project,Lesson 8,1619,17.0,94.3,87.1,82.5,0.6,53.3,330,66,2024-01-01,Prof.Priya,hard,Excellent
C1610,Python Programming,ECE,Intermediate,Lesson 19,1814,133.0,0.0,73.8,82.3,1.9,83.9,515,50,2024-01-01,Unknown,,Excellent
C1611,Machine Learning,AI&DS,Introduction,Lesson 6,1822,178.0,66.2,42.3,57.2,1.4,0.0,329,6,2024-01-10,Prof.Priya,Medium,Excellent
C1612,Java Programming,AI&DS,Basics,Lesson 14,1912,270.0,36.8,44.8,44.8,0.3,84.9,0,14,2023-08-09,Unknown,Medium,Good
C1613,Data Structures,AI&DS,Project,Lesson 25,3075,298.0,62.7,46.6,97.2,4.4,86.7,44,27,2024-01-01,Prof. Meena,Medium,Good
C1614,Machine Learning,CSE,Introduction,Lesson 7,1264,105.0,90.7,52.9,38.0,0.3,67.9,793,1,2024-01-01,Prof.Priya,hard,Good
C1615,Web Development,IT,Basics,Lesson 7,100,50.0,51.0,43.4,44.7,3.6,38.4,1070,33,2024-01-01,Prof. Meena,Medium,Poor
C1616,Web Development,AI&DS,Basics,Lesson 10,2051,74.0,62.1,100.0,46.0,4.9,93.0,699,78,2024-01-01,Dr. Kumar,hard,Excellent
C1617,Java Programming,CSE,Introduction,Lesson 9,100,22.0,100.0,91.0,64.4,4.1,60.8,722,9,2023-12-28,Dr Ravi,Hard,Good
C1618,Data Structures,IT,Introduction,,2295,182.0,89.2,58.9,62.9,4.8,74.1,268,19,2024-01-01,Dr. Kumar,,Good
C1619,Web Development,IT,Basics,Lesson 10,4073,88.0,67.5,100.0,82.3,2.8,83.3,1009,79,2024-05-01,Unknown,,Poor
C1620,Java Programming,AI&DS,Basics,Lesson 21,1773,127.0,39.5,87.4,36.3,2.4,60.7,130,11,2024-01-04,Dr. Kumar,Easy,Good
C1621,Machine Learning,IT,Introduction,Lesson 25,4841,266.0,38.4,45.7,91.7,4.4,95.0,479,56,2024-08-11,Prof.Priya,Hard,Good
C1622,Machine Learning,IT,Project,Lesson 24,4724,161.0,100.0,48.1,58.7,0.6,35.9,720,47,2024-01-01,Prof.Priya,hard,Poor
C1623,AI Fundamentals,ECE,Basics,Lesson 12,4263,96.0,37.3,50.1,56.5,4.8,35.4,510,1,2024-01-01,Unknown,Easy,Good
C1624,AI Fundamentals,IT,Basics,Lesson 18,3904,,92.6,58.7,52.2,2.7,32.1,997,18,2025-06-08,Prof. Meena,Hard,Excellent
C1625,Data Structures,CSE,Project,Lesson 11,4962,138.0,53.3,87.2,73.2,2.9,54.1,265,28,2024-01-01,Dr Ravi,hard,Good
C1626,Machine Learning,CSE,Basics,Lesson 20,725,30.0,67.1,80.2,59.6,4.9,54.5,106,52,2024-01-01,Dr Ravi,Hard,Excellent
C1627,Python Programming,ECE,Project,Lesson 3,848,114.0,57.4,100.0,79.0,0.0,74.0,972,36,2024-10-14,Unknown,Easy,good
C1628,Web Development,CSE,Project,Lesson 14,2104,114.0,38.2,61.2,50.9,5.0,60.2,1161,67,2024-01-01,Dr Ravi,,good
C1629,Data Structures,AI&DS,Intermediate,Lesson 25,2504,188.0,88.7,72.7,54.1,2.2,60.8,130,29,2024-05-30,Prof. Meena,Medium,Poor
C1630,DBMS,AI&DS,Basics,Lesson 4,1824,,90.3,100.0,70.9,2.7,59.0,772,20,2024-01-01,Dr Ravi,Easy,Poor
C1631,DBMS,ECE,Basics,Lesson 20,4003,117.0,63.8,58.9,73.8,4.6,0.0,746,69,2024-01-01,Prof.Priya,Hard,Poor
C1632,Data Structures,AI&DS,Basics,Lesson 8,2647,182.0,63.0,58.2,76.5,4.0,91.2,705,56,2024-01-01,Prof.Priya,Easy,good
C1633,AI Fundamentals,AI&DS,Advanced,Lesson 10,511,,88.5,100.0,88.7,5.0,82.5,687,83,2024-01-01,Dr Ravi,Hard,Good
C1634,Web Development,AI&DS,Project,Lesson 13,4003,289.0,38.7,61.0,99.4,0.3,84.6,599,12,2024-01-01,Prof. Meena,Hard,Good
C1635,AI Fundamentals,AI&DS,Project,Lesson 6,2847,27.0,89.5,53.8,96.1,2.2,38.8,235,62,2024-01-01,Prof. Meena,Medium,Average
C1636,Python Programming,AI&DS,Introduction,Lesson 21,850,7.0,87.7,50.9,100.0,2.2,88.5,682,89,2023-01-25,Prof. Meena,,good
C1637,AI Fundamentals,CSE,Basics,Lesson 23,1232,113.0,0.0,100.0,54.3,4.7,48.3,1140,18,2024-01-01,Dr. Kumar,Easy,Excellent
C1638,Machine Learning,AI&DS,Basics,Lesson 16,2336,226.0,37.5,61.3,71.7,0.1,34.7,453,22,2024-01-01,Dr Ravi,Hard,Poor
C1640,Web Development,AI&DS,Introduction,Lesson 11,3168,248.0,60.4,0.0,36.2,4.9,63.4,1186,20,2024-01-01,Unknown,Hard,good
C1641,AI Fundamentals,AI&DS,Intermediate,Lesson 19,3762,103.0,96.8,56.0,69.8,2.9,81.7,950,27,2023-08-25,Dr. Kumar,,Excellent
C1643,DBMS,ECE,Advanced,Lesson 13,3194,,48.2,47.8,46.9,4.8,41.8,913,34,2024-01-01,Prof. Meena,hard,Good
C1644,DBMS,ECE,Advanced,Lesson 24,1480,298.0,45.1,51.4,90.2,1.9,62.3,605,54,2025-05-12,Prof.Priya,,Good
C1645,AI Fundamentals,ECE,Intermediate,Lesson 6,100,,93.2,94.1,59.3,5.0,92.4,720,61,2024-01-01,Prof. Meena,Hard,Average
C1646,DBMS,AI&DS,Project,Lesson 25,4780,146.0,35.5,48.9,96.8,3.8,36.6,331,76,2024-01-01,Dr. Kumar,Easy,Excellent
C1647,Machine Learning,CSE,Advanced,Lesson 5,3879,134.0,79.2,52.8,88.0,2.5,89.6,1259,74,2024-01-01,Dr Ravi,Medium,good
