Course_ID,Course_Name,Department,Module,Lesson_Title,Content_Word_Count,Sentence_Count,Readability_Score,Grammar_Score,Learning_Objective_Match,Student_Rating,Completion_Rate,Feedback_Count,Reading_Time_Minutes,Publish_Date,Author,Difficulty_Level,Overall_Quality,Quality_Index,Performance,Completion_Status,Grammar_Category,Readability_Category
C1511,Data Structures,AI&DS,Advanced,Lesson 6,4777,128.0,62.0,100.0,62.3,4.4,41.7,0,6,2023-03-17,Prof. Meena,Hard,Average,75.24000000000001,Good,Needs Attention,Excellent,Medium
C1512,Machine Learning,AI&DS,Intermediate,Lesson 8,3401,230.0,35.6,80.5,88.3,4.0,100.0,1442,81,2024-11-04,Dr. Kumar,,Good,73.025,Good,Completed,Good,Hard
C1513,Python Programming,AI&DS,Basics,Lesson 14,3020,135.0,83.9,43.6,97.5,1.9,72.6,1050,32,2024-01-01,Dr. Kumar,Hard,Good,57.795,Poor,In Progress,Average,Easy
C1514,Java Programming,AI&DS,Introduction,Lesson 7,1671,297.0,65.2,52.4,80.6,0.0,93.3,954,71,2024-11-01,Dr Ravi,Easy,Average,48.06,Poor,Completed,Average,Medium
C1515,Web Development,AI&DS,Basics,Lesson 8,2625,23.0,57.2,75.3,52.1,5.0,80.2,720,40,2024-01-01,Dr Ravi,Hard,good,79.165,Excellent,In Progress,Good,Hard
C1516,Data Structures,AI&DS,Project,Lesson 16,1452,42.0,80.2,60.9,70.9,0.0,83.7,277,69,2023-04-29,Dr Ravi,Medium,Good,52.015,Poor,In Progress,Average,Easy
C1517,Machine Learning,IT,Intermediate,Lesson 11,505,136.0,71.7,72.7,100.0,3.1,0.0,342,46,2024-01-01,Unknown,Easy,Excellent,54.7,Average,Needs Attention,Average,Medium
C1518,AI Fundamentals,IT,Project,Lesson 12,4962,44.0,58.1,99.0,71.6,4.2,49.2,270,80,2025-04-22,Prof. Meena,Hard,Good,74.31500000000001,Good,Needs Attention,Excellent,Hard
C1519,,ECE,Introduction,Lesson 16,2353,130.0,78.4,43.5,100.0,2.2,40.8,1285,22,2024-01-01,Prof. Meena,,Good,51.834999999999994,Poor,Needs Attention,Average,Medium
C1520,Machine Learning,AI&DS,Basics,Lesson 3,1074,274.0,65.3,69.9,85.0,2.2,89.7,1043,14,2024-04-01,Prof. Meena,Easy,Average,64.94,Poor,In Progress,Average,Medium
C1521,Java Programming,AI&DS,Basics,,5615,295.0,46.3,100.0,70.4,5.0,78.5,364,57,2024-01-01,Dr. Kumar,hard,Excellent,82.275,Excellent,In Progress,Excellent,Hard
C1523,DBMS,AI&DS,Basics,Lesson 18,2536,103.0,98.9,68.2,78.8,0.8,35.6,392,78,2023-05-03,Dr Ravi,Easy,Good,53.69500000000001,Poor,Needs Attention,Average,Easy
C1524,AI Fundamentals,AI&DS,Advanced,Lesson 9,2969,239.0,55.4,53.0,44.0,4.8,63.8,1066,55,2024-01-01,Prof.Priya,Medium,good,68.66,Excellent,In Progress,Average,Hard
C1525,,AI&DS,Project,Lesson 13,3741,171.0,84.2,48.5,57.2,3.7,46.4,888,87,2024-01-01,Prof. Meena,,good,64.655,Average,Needs Attention,Average,Easy
C1526,Java Programming,AI&DS,Basics,Lesson 22,3361,126.0,0.0,100.0,0.0,2.3,74.3,664,28,2023-07-15,Prof. Meena,hard,good,53.66,Poor,In Progress,Excellent,Hard
C1527,Web Development,AI&DS,Intermediate,Lesson 1,555,252.0,54.6,81.7,48.0,1.1,39.7,0,44,2023-10-04,Prof. Meena,Medium,good,48.614999999999995,Poor,Needs Attention,Good,Hard
C1528,Java Programming,CSE,Introduction,Lesson 12,2971,112.0,82.6,45.9,99.9,2.6,55.7,415,44,2024-01-01,Dr Ravi,,Average,58.864999999999995,Poor,Needs Attention,Average,Easy
C1529,Java Programming,CSE,Basics,Lesson 7,2162,96.0,75.6,99.2,57.8,2.2,69.1,1017,19,2024-08-09,Prof.Priya,Easy,Good,70.72,Poor,In Progress,Excellent,Medium
C1530,Machine Learning,AI&DS,Intermediate,Lesson 11,1503,274.0,94.1,92.7,66.7,3.5,91.4,153,45,2024-01-01,Dr. Kumar,,Good,85.97999999999999,Average,Completed,Excellent,Easy
C1531,Web Development,AI&DS,Advanced,Lesson 15,2553,172.0,76.3,82.9,100.0,5.0,0.0,1434,69,2024-01-01,Prof. Meena,hard,Good,69.8,Excellent,Needs Attention,Good,Medium
C1532,Python Programming,AI&DS,Introduction,Lesson 5,3333,65.0,60.7,40.7,73.2,3.4,55.8,418,12,2024-12-07,Unknown,,Average,56.91,Average,Needs Attention,Average,Medium
C1533,AI Fundamentals,AI&DS,Advanced,Lesson 4,4412,205.0,76.9,55.1,62.6,2.9,52.6,715,56,2024-06-08,Prof.Priya,Easy,good,60.92,Poor,Needs Attention,Average,Medium
C1534,Web Development,ECE,Basics,Lesson 6,2398,151.0,86.0,79.1,46.8,1.9,95.9,676,15,2024-01-01,Dr. Kumar,,Excellent,71.855,Poor,Completed,Good,Easy
C1535,Web Development,CSE,Basics,Lesson 6,1499,113.0,70.5,65.1,99.2,0.1,0.0,668,81,2024-01-01,Prof. Meena,Easy,Average,34.5,Poor,Needs Attention,Average,Medium
C1536,Web Development,AI&DS,Basics,Lesson 5,1266,177.0,41.9,100.0,61.8,1.0,76.3,409,64,2024-01-01,Dr Ravi,Easy,Good,56.735,Poor,In Progress,Excellent,Hard
,Machine Learning,AI&DS,Advanced,Lesson 5,4066,128.0,79.1,68.9,41.7,3.4,80.1,671,88,2023-08-09,Prof.Priya,,Excellent,73.42,Average,In Progress,Average,Medium
C1538,Data Structures,IT,Intermediate,Lesson 9,460,122.0,36.7,90.0,73.9,4.8,43.3,583,15,2024-03-17,Dr Ravi,hard,Good,69.13499999999999,Excellent,Needs Attention,Excellent,Hard
C1540,DBMS,ECE,Basics,Lesson 24,2702,246.0,47.9,69.5,36.1,3.9,55.2,645,54,2024-01-01,Prof. Meena,Easy,Good,63.79,Average,Needs Attention,Average,Hard
C1541,Web Development,AI&DS,Project,Lesson 10,4134,188.0,97.8,81.0,85.1,2.3,100.0,866,15,2023-07-21,Dr. Kumar,Hard,Poor,78.5,Poor,Completed,Good,Easy
C1542,Web Development,AI&DS,Basics,Lesson 6,4800,207.0,77.2,72.0,48.4,2.4,41.5,257,8,2024-01-01,Unknown,Medium,good,60.0,Poor,Needs Attention,Average,Medium
C1543,,IT,Project,Lesson 4,3402,233.0,75.6,53.3,94.9,2.9,59.4,709,44,2024-02-13,Prof. Meena,Medium,good,61.505,Poor,Needs Attention,Average,Medium
C1544,DBMS,AI&DS,Intermediate,Lesson 25,4679,31.0,76.7,64.4,58.9,1.6,34.0,221,53,2025-03-09,Dr Ravi,,good,51.675,Poor,Needs Attention,Average,Medium
C1545,Python Programming,AI&DS,Introduction,Lesson 19,4329,77.0,44.6,69.2,66.4,3.1,54.0,523,65,2024-01-01,Prof. Meena,Easy,Average,57.849999999999994,Average,Needs Attention,Average,Hard
C1546,Java Programming,IT,Basics,Lesson 14,4570,263.0,66.0,68.2,100.0,5.0,77.2,461,70,2023-10-22,Dr Ravi,hard,Good,78.99,Excellent,In Progress,Average,Medium
C1547,Machine Learning,AI&DS,Project,Lesson 24,1166,163.0,84.5,64.8,63.3,2.5,38.3,12,72,2024-01-01,Unknown,hard,Excellent,59.985,Poor,Needs Attention,Average,Easy
C1548,AI Fundamentals,ECE,Basics,Lesson 18,3820,270.0,88.1,79.9,84.5,2.3,94.0,1455,27,2024-01-01,Dr Ravi,Easy,Excellent,74.6,Poor,Completed,Good,Easy
C1549,DBMS,ECE,Introduction,Lesson 16,1516,229.0,49.9,49.3,74.8,2.5,38.8,132,46,2024-05-21,Dr Ravi,Hard,Good,47.559999999999995,Poor,Needs Attention,Average,Hard
C1550,Java Programming,AI&DS,Basics,Lesson 13,1950,154.0,84.9,97.3,61.5,3.0,66.7,126,34,2024-01-01,Prof. Meena,Medium,Poor,76.89,Average,In Progress,Excellent,Easy
C1551,Python Programming,AI&DS,Project,Lesson 25,2589,87.0,48.4,100.0,46.9,5.0,77.0,1013,37,2024-01-01,Dr. Kumar,Medium,Average,82.5,Excellent,In Progress,Excellent,Hard
C1552,Data Structures,AI&DS,Basics,,2357,19.0,95.8,52.2,59.8,0.7,39.7,190,5,2023-12-25,Unknown,,Poor,49.14,Poor,Needs Attention,Average,Easy
C1553,DBMS,CSE,Intermediate,Lesson 22,2421,198.0,51.0,99.1,83.3,2.1,0.0,1475,20,2024-03-01,Dr Ravi,Medium,Good,50.125,Poor,Needs Attention,Excellent,Hard
C1554,DBMS,AI&DS,Project,Lesson 12,1852,214.0,84.0,93.1,82.3,2.5,73.2,583,26,2024-11-12,Prof. Meena,Hard,Poor,73.91499999999999,Poor,In Progress,Excellent,Easy
C1555,Data Structures,AI&DS,Introduction,Lesson 1,1100,194.0,42.1,60.0,67.4,5.0,76.0,510,1,2024-01-01,Dr Ravi,hard,Good,70.725,Excellent,In Progress,Average,Hard
C1556,Java Programming,AI&DS,Advanced,Lesson 15,4424,43.0,49.1,65.6,89.8,0.0,47.1,1416,34,2024-01-01,Unknown,hard,good,38.095,Poor,Needs Attention,Average,Hard
C1557,AI Fundamentals,CSE,Intermediate,Lesson 10,3989,67.0,80.9,56.5,93.7,0.5,47.6,435,32,2023-03-16,Dr Ravi,Medium,Good,46.870000000000005,Poor,Needs Attention,Average,Easy
C1558,Data Structures,CSE,Intermediate,Lesson 6,3904,103.0,62.3,82.6,98.4,5.0,88.8,679,27,2024-12-06,Unknown,hard,Good,83.985,Excellent,In Progress,Good,Medium
C1559,Machine Learning,AI&DS,Basics,Lesson 12,4165,17.0,62.2,63.4,39.1,5.0,77.9,980,40,2024-01-01,Prof.Priya,Medium,good,76.98,Excellent,In Progress,Average,Medium
C1560,Data Structures,AI&DS,Basics,Lesson 15,585,237.0,100.0,51.6,0.0,0.7,99.2,1182,57,2023-06-12,Dr. Kumar,hard,Average,61.940000000000005,Poor,Completed,Average,Easy
C1561,AI Fundamentals,AI&DS,Project,Lesson 4,2168,46.0,69.2,54.8,73.2,1.1,81.4,1228,65,2023-05-18,Dr Ravi,Medium,Good,53.879999999999995,Poor,In Progress,Average,Medium
C1562,AI Fundamentals,AI&DS,Intermediate,Lesson 6,2459,53.0,100.0,76.3,65.5,2.0,77.9,360,53,2024-01-01,Prof.Priya,Medium,Average,71.655,Poor,In Progress,Good,Easy
C1563,Machine Learning,AI&DS,Basics,Lesson 7,4542,48.0,36.7,42.1,100.0,4.8,92.5,1309,69,2024-01-01,Prof.Priya,Hard,good,67.0,Excellent,Completed,Average,Hard
C1564,Machine Learning,AI&DS,Project,Lesson 14,3311,118.0,50.9,87.6,100.0,1.7,36.1,1075,11,2025-03-26,Dr. Kumar,Hard,good,52.044999999999995,Poor,Needs Attention,Good,Hard
C1565,Python Programming,AI&DS,Basics,Lesson 20,2139,108.0,92.5,80.3,72.5,0.1,69.9,1453,65,2024-06-02,Prof. Meena,Easy,Good,57.78,Poor,In Progress,Good,Easy
C1566,Python Programming,AI&DS,Project,Lesson 6,4735,25.0,38.8,96.8,69.6,0.5,98.1,56,27,2024-06-29,Unknown,hard,Good,56.519999999999996,Poor,Completed,Excellent,Hard
C1567,Java Programming,AI&DS,Basics,Lesson 13,4318,22.0,45.6,69.6,80.6,3.1,51.0,1113,44,2024-01-01,Dr Ravi,hard,Average,57.6,Average,Needs Attention,Average,Hard
C1568,DBMS,IT,Project,Lesson 11,1137,242.0,73.9,68.0,37.9,2.2,100.0,63,11,2024-01-01,Prof. Meena,Hard,Poor,68.675,Poor,Completed,Average,Medium
C1569,Machine Learning,AI&DS,Intermediate,Lesson 10,3122,21.0,49.3,52.5,88.7,4.9,54.1,1489,73,2024-01-01,Dr. Kumar,Hard,Average,65.66999999999999,Excellent,Needs Attention,Average,Hard
C1570,AI Fundamentals,AI&DS,Basics,Lesson 3,531,79.0,73.4,82.2,60.3,2.2,100.0,655,87,2024-02-03,Unknown,Medium,Average,72.1,Poor,Completed,Good,Medium
C1571,Data Structures,ECE,Basics,Lesson 10,2283,123.0,84.9,69.7,75.2,2.2,71.4,1401,1,2024-10-22,Dr. Kumar,Hard,Good,66.13,Poor,In Progress,Average,Easy
C1572,Data Structures,CSE,Intermediate,Lesson 6,3720,85.0,86.7,100.0,41.6,4.3,49.1,1050,41,2024-01-01,Prof.Priya,Hard,Average,82.29499999999999,Good,Needs Attention,Excellent,Easy
C1574,Machine Learning,CSE,Basics,Lesson 3,1828,298.0,72.2,81.2,99.5,0.3,51.2,0,7,2024-11-22,Prof.Priya,,Average,50.39000000000001,Poor,Needs Attention,Good,Medium
C1575,Data Structures,AI&DS,Project,Lesson 25,3379,69.0,80.3,64.5,83.4,3.8,76.7,573,86,2024-01-01,Prof.Priya,Hard,Good,74.34,Average,In Progress,Average,Easy
C1576,Data Structures,AI&DS,Basics,Lesson 7,4228,270.0,95.7,94.7,37.4,4.5,56.8,576,38,2025-02-19,Prof. Meena,Hard,Good,85.96,Excellent,Needs Attention,Excellent,Easy
C1577,Machine Learning,AI&DS,Intermediate,Lesson 10,3791,129.0,88.9,43.8,37.7,3.2,77.4,1477,58,2024-01-01,Prof. Meena,Medium,Poor,67.855,Average,In Progress,Average,Easy
C1578,Java Programming,CSE,Project,Lesson 17,100,152.0,49.9,84.0,50.9,2.6,98.6,570,53,2024-01-01,Dr Ravi,,Good,68.795,Poor,Completed,Good,Hard
C1579,Data Structures,AI&DS,Basics,Lesson 3,2971,97.0,86.1,100.0,40.4,3.9,45.7,96,1,2024-01-01,Prof.Priya,Medium,Excellent,79.065,Average,Needs Attention,Excellent,Easy
C1580,Python Programming,AI&DS,Advanced,,100,204.0,40.1,76.8,75.9,3.1,84.9,776,76,2024-01-01,Unknown,Hard,Poor,64.80499999999999,Average,In Progress,Good,Hard
C1581,Web Development,CSE,Basics,Lesson 13,3357,26.0,89.0,93.8,96.9,1.8,77.6,438,74,2024-10-10,Dr. Kumar,Medium,good,72.02,Poor,In Progress,Excellent,Easy
C1582,Data Structures,AI&DS,Introduction,Lesson 6,4919,241.0,40.1,43.9,64.2,2.4,77.5,380,48,2025-05-02,Unknown,Hard,Excellent,50.9,Poor,In Progress,Average,Hard
C1583,Machine Learning,AI&DS,Basics,Lesson 4,658,170.0,38.9,90.6,71.2,3.9,75.4,499,65,2024-01-01,Prof.Priya,Medium,Good,70.855,Average,In Progress,Excellent,Hard
C1584,AI Fundamentals,AI&DS,Advanced,,4925,257.0,0.0,94.8,53.9,4.7,87.7,1387,90,2023-07-21,Unknown,hard,Excellent,69.44,Excellent,In Progress,Excellent,Hard
C1585,Machine Learning,CSE,Advanced,Lesson 11,3153,152.0,58.3,71.9,73.5,5.0,42.5,674,17,2024-10-28,Dr Ravi,Medium,Good,71.05,Excellent,Needs Attention,Average,Hard
C1586,DBMS,AI&DS,Basics,Lesson 4,3993,55.0,73.3,96.2,47.4,1.9,0.0,783,51,2024-05-27,Prof. Meena,Medium,Excellent,53.775000000000006,Poor,Needs Attention,Excellent,Medium
C1587,AI Fundamentals,CSE,Basics,Lesson 25,4224,164.0,100.0,72.7,41.0,4.4,44.1,1365,87,2023-09-01,Dr Ravi,Medium,Average,78.39500000000001,Good,Needs Attention,Average,Easy
C1588,Data Structures,AI&DS,Basics,Lesson 19,2996,120.0,89.0,100.0,0.0,0.1,33.6,1252,5,2025-05-17,Dr Ravi,,Poor,54.57,Poor,Needs Attention,Excellent,Easy
C1589,AI Fundamentals,IT,Introduction,Lesson 13,1930,90.0,37.3,80.7,0.0,0.0,36.7,1336,83,2025-03-14,Prof.Priya,Medium,Poor,36.84,Poor,Needs Attention,Good,Hard
C1590,Machine Learning,AI&DS,Basics,Lesson 3,1165,22.0,50.8,74.6,74.4,1.0,57.1,1273,37,2024-01-01,Dr. Kumar,hard,Excellent,48.769999999999996,Poor,Needs Attention,Average,Hard
C1592,Machine Learning,CSE,Basics,Lesson 16,4570,110.0,84.7,49.8,79.1,4.8,55.2,363,56,2024-09-24,Dr Ravi,Medium,Good,73.465,Excellent,Needs Attention,Average,Easy
C1593,Data Structures,AI&DS,Project,Lesson 23,4000,66.0,54.2,49.1,86.6,2.7,87.0,1053,36,2024-01-01,Dr. Kumar,,Poor,59.42500000000001,Poor,In Progress,Average,Hard
C1594,DBMS,AI&DS,Advanced,Lesson 16,4462,9.0,98.0,47.0,78.3,5.0,57.2,1006,31,2024-10-21,Unknown,hard,good,77.69,Excellent,Needs Attention,Average,Easy
C1596,Web Development,AI&DS,Project,Lesson 12,813,,67.9,58.7,94.0,4.1,66.4,673,34,2024-01-01,Unknown,Easy,Excellent,69.53,Good,In Progress,Average,Medium
C1597,Data Structures,AI&DS,Advanced,Lesson 18,4150,138.0,83.9,67.6,69.2,2.3,32.5,564,70,2024-01-01,Dr. Kumar,,Good,58.175,Poor,Needs Attention,Average,Easy
C1598,Data Structures,CSE,Basics,Lesson 1,1366,73.0,98.7,85.8,76.8,5.0,51.2,916,73,2024-06-29,Dr Ravi,Hard,Good,86.36500000000001,Excellent,Needs Attention,Good,Easy
C1599,Data Structures,AI&DS,Project,Lesson 3,1726,236.0,39.0,77.1,54.9,3.9,59.4,1241,58,2024-01-01,Dr. Kumar,Hard,good,64.30499999999999,Average,Needs Attention,Good,Hard
C1600,Java Programming,AI&DS,Advanced,Lesson 20,1927,277.0,66.3,100.0,82.9,3.9,51.6,118,72,2024-01-01,Prof.Priya,Easy,good,75.29499999999999,Average,Needs Attention,Excellent,Medium
C1601,Data Structures,ECE,Basics,Lesson 6,1969,291.0,38.0,91.7,93.0,0.9,49.7,773,72,2024-01-01,Dr. Kumar,Hard,Good,47.765,Poor,Needs Attention,Excellent,Hard
C1602,DBMS,CSE,Basics,Lesson 7,3120,42.0,93.1,74.9,61.2,3.4,82.8,1103,17,2023-02-10,Dr. Kumar,Hard,Good,78.96,Average,In Progress,Average,Easy
C1603,DBMS,AI&DS,Project,Lesson 5,3355,213.0,97.2,89.6,86.8,0.9,56.8,1498,9,2023-08-26,Dr Ravi,Medium,Average,63.459999999999994,Poor,Needs Attention,Good,Easy
C1604,Web Development,AI&DS,Intermediate,Lesson 21,3540,16.0,77.2,50.5,98.1,5.0,96.5,1211,90,2023-10-09,Dr. Kumar,Hard,Good,81.225,Excellent,Completed,Average,Medium
C1605,DBMS,AI&DS,Project,Lesson 20,902,72.0,35.2,100.0,88.4,4.7,95.0,1248,79,2024-10-16,Unknown,Easy,Excellent,81.0,Excellent,Completed,Excellent,Hard
C1606,,ECE,Introduction,Lesson 16,1080,13.0,93.3,76.6,69.3,0.5,36.0,714,58,2024-01-01,Unknown,Easy,Average,52.675,Poor,Needs Attention,Good,Easy
C1607,Data Structures,ECE,Intermediate,Lesson 4,2039,270.0,58.8,69.1,66.2,2.0,58.4,576,15,2024-01-01,Unknown,hard,good,55.654999999999994,Poor,Needs Attention,Average,Hard
C1608,Web Development,AI&DS,Basics,Lesson 25,3967,52.0,100.0,100.0,96.6,1.8,84.8,54,29,2024-05-22,Prof. Meena,hard,Good,77.75999999999999,Poor,In Progress,Excellent,Easy
C1609,Web Development,IT,Project,Lesson 8,1619,17.0,94.3,87.1,82.5,0.6,53.3,330,66,2024-01-01,Prof.Priya,hard,Excellent,59.61,Poor,Needs Attention,Good,Easy
C1610,Python Programming,ECE,Intermediate,Lesson 19,1814,133.0,0.0,73.8,82.3,1.9,83.9,515,50,2024-01-01,Unknown,,Excellent,46.63,Poor,In Progress,Average,Hard
C1611,Machine Learning,AI&DS,Introduction,Lesson 6,1822,178.0,66.2,42.3,57.2,1.4,0.0,329,6,2024-01-10,Prof.Priya,Medium,Excellent,35.525000000000006,Poor,Needs Attention,Average,Medium
C1612,Java Programming,AI&DS,Basics,Lesson 14,1912,270.0,36.8,44.8,44.8,0.3,84.9,0,14,2023-08-09,Unknown,Medium,Good,39.18,Poor,In Progress,Average,Hard
C1613,Data Structures,AI&DS,Project,Lesson 25,3075,298.0,62.7,46.6,97.2,4.4,86.7,44,27,2024-01-01,Prof. Meena,Medium,Good,71.065,Good,In Progress,Average,Medium
C1614,Machine Learning,CSE,Introduction,Lesson 7,1264,105.0,90.7,52.9,38.0,0.3,67.9,793,1,2024-01-01,Prof.Priya,hard,Good,51.28,Poor,In Progress,Average,Easy
C1615,Web Development,IT,Basics,Lesson 7,100,50.0,51.0,43.4,44.7,3.6,38.4,1070,33,2024-01-01,Prof. Meena,Medium,Poor,52.879999999999995,Average,Needs Attention,Average,Hard
C1616,Web Development,AI&DS,Basics,Lesson 10,2051,74.0,62.1,100.0,46.0,4.9,93.0,699,78,2024-01-01,Dr. Kumar,hard,Excellent,88.525,Excellent,Completed,Excellent,Medium
C1617,Java Programming,CSE,Introduction,Lesson 9,100,22.0,100.0,91.0,64.4,4.1,60.8,722,9,2023-12-28,Dr Ravi,Hard,Good,84.50999999999999,Good,In Progress,Excellent,Easy
C1618,Data Structures,IT,Introduction,,2295,182.0,89.2,58.9,62.9,4.8,74.1,268,19,2024-01-01,Dr. Kumar,,Good,80.64500000000001,Excellent,In Progress,Average,Easy
C1619,Web Development,IT,Basics,Lesson 10,4073,88.0,67.5,100.0,82.3,2.8,83.3,1009,79,2024-05-01,Unknown,,Poor,75.335,Poor,In Progress,Excellent,Medium
C1620,Java Programming,AI&DS,Basics,Lesson 21,1773,127.0,39.5,87.4,36.3,2.4,60.7,130,11,2024-01-04,Dr. Kumar,Easy,Good,58.265,Poor,In Progress,Good,Hard
C1621,Machine Learning,IT,Introduction,Lesson 25,4841,266.0,38.4,45.7,91.7,4.4,95.0,479,56,2024-08-11,Prof.Priya,Hard,Good,66.42500000000001,Good,Completed,Average,Hard
C1622,Machine Learning,IT,Project,Lesson 24,4724,161.0,100.0,48.1,58.7,0.6,35.9,720,47,2024-01-01,Prof.Priya,hard,Poor,47.805,Poor,Needs Attention,Average,Easy
C1623,AI Fundamentals,ECE,Basics,Lesson 12,4263,96.0,37.3,50.1,56.5,4.8,35.4,510,1,2024-01-01,Unknown,Easy,Good,57.72999999999999,Excellent,Needs Attention,Average,Hard
C1624,AI Fundamentals,IT,Basics,Lesson 18,3904,,92.6,58.7,52.2,2.7,32.1,997,18,2025-06-08,Prof. Meena,Hard,Excellent,60.445,Poor,Needs Attention,Average,Easy
C1625,Data Structures,CSE,Project,Lesson 11,4962,138.0,53.3,87.2,73.2,2.9,54.1,265,28,2024-01-01,Dr Ravi,hard,Good,63.345000000000006,Poor,Needs Attention,Good,Hard
C1626,Machine Learning,CSE,Basics,Lesson 20,725,30.0,67.1,80.2,59.6,4.9,54.5,106,52,2024-01-01,Dr Ravi,Hard,Excellent,77.125,Excellent,Needs Attention,Good,Medium
C1627,Python Programming,ECE,Project,Lesson 3,848,114.0,57.4,100.0,79.0,0.0,74.0,972,36,2024-10-14,Unknown,Easy,good,54.150000000000006,Poor,In Progress,Excellent,Hard
C1628,Web Development,CSE,Project,Lesson 14,2104,114.0,38.2,61.2,50.9,5.0,60.2,1161,67,2024-01-01,Dr Ravi,,good,66.89,Excellent,In Progress,Average,Hard
C1629,Data Structures,AI&DS,Intermediate,Lesson 25,2504,188.0,88.7,72.7,54.1,2.2,60.8,130,29,2024-05-30,Prof. Meena,Medium,Poor,65.71,Poor,In Progress,Average,Easy
C1630,DBMS,AI&DS,Basics,Lesson 4,1824,,90.3,100.0,70.9,2.7,59.0,772,20,2024-01-01,Dr Ravi,Easy,Poor,75.575,Poor,Needs Attention,Excellent,Easy
C1631,DBMS,ECE,Basics,Lesson 20,4003,117.0,63.8,58.9,73.8,4.6,0.0,746,69,2024-01-01,Prof.Priya,Hard,Poor,58.27499999999999,Excellent,Needs Attention,Average,Medium
C1632,Data Structures,AI&DS,Basics,Lesson 8,2647,182.0,63.0,58.2,76.5,4.0,91.2,705,56,2024-01-01,Prof.Priya,Easy,good,72.53999999999999,Good,Completed,Average,Medium
C1633,AI Fundamentals,AI&DS,Advanced,Lesson 10,511,,88.5,100.0,88.7,5.0,82.5,687,83,2024-01-01,Dr Ravi,Hard,Good,93.625,Excellent,In Progress,Excellent,Easy
C1634,Web Development,AI&DS,Project,Lesson 13,4003,289.0,38.7,61.0,99.4,0.3,84.6,599,12,2024-01-01,Prof. Meena,Hard,Good,43.644999999999996,Poor,In Progress,Average,Hard
C1635,AI Fundamentals,AI&DS,Project,Lesson 6,2847,27.0,89.5,53.8,96.1,2.2,38.8,235,62,2024-01-01,Prof. Meena,Medium,Average,56.785,Poor,Needs Attention,Average,Easy
C1636,Python Programming,AI&DS,Introduction,Lesson 21,850,7.0,87.7,50.9,100.0,2.2,88.5,682,89,2023-01-25,Prof. Meena,,good,65.55,Poor,In Progress,Average,Easy
C1637,AI Fundamentals,CSE,Basics,Lesson 23,1232,113.0,0.0,100.0,54.3,4.7,48.3,1140,18,2024-01-01,Dr. Kumar,Easy,Excellent,62.86,Excellent,Needs Attention,Excellent,Hard
C1638,Machine Learning,AI&DS,Basics,Lesson 16,2336,226.0,37.5,61.3,71.7,0.1,34.7,453,22,2024-01-01,Dr Ravi,Hard,Poor,32.239999999999995,Poor,Needs Attention,Average,Hard
C1640,Web Development,AI&DS,Introduction,Lesson 11,3168,248.0,60.4,0.0,36.2,4.9,63.4,1186,20,2024-01-01,Unknown,Hard,good,57.18,Excellent,In Progress,Average,Medium
C1641,AI Fundamentals,AI&DS,Intermediate,Lesson 19,3762,103.0,96.8,56.0,69.8,2.9,81.7,950,27,2023-08-25,Dr. Kumar,,Excellent,71.94,Poor,In Progress,Average,Easy
C1643,DBMS,ECE,Advanced,Lesson 13,3194,,48.2,47.8,46.9,4.8,41.8,913,34,2024-01-01,Prof. Meena,hard,Good,61.16,Excellent,Needs Attention,Average,Hard
C1644,DBMS,ECE,Advanced,Lesson 24,1480,298.0,45.1,51.4,90.2,1.9,62.3,605,54,2025-05-12,Prof.Priya,,Good,47.985,Poor,In Progress,Average,Hard
C1645,AI Fundamentals,ECE,Intermediate,Lesson 6,100,,93.2,94.1,59.3,5.0,92.4,720,61,2024-01-01,Prof. Meena,Hard,Average,95.305,Excellent,Completed,Excellent,Easy
C1646,DBMS,AI&DS,Project,Lesson 25,4780,146.0,35.5,48.9,96.8,3.8,36.6,331,76,2024-01-01,Dr. Kumar,Easy,Excellent,51.22,Average,Needs Attention,Average,Hard
C1647,Machine Learning,CSE,Advanced,Lesson 5,3879,134.0,79.2,52.8,88.0,2.5,89.6,1259,74,2024-01-01,Dr Ravi,Medium,good,65.92,Poor,In Progress,Average,Medium
C1648,DBMS,AI&DS,Basics,Lesson 25,3508,186.0,55.5,69.5,100.0,0.8,60.8,749,34,2023-05-17,Dr. Kumar,Medium,Excellent,48.209999999999994,Poor,In Progress,Average,Hard
C1649,AI Fundamentals,CSE,Introduction,Lesson 19,4022,102.0,97.6,63.8,73.1,4.8,95.8,152,48,2023-12-30,Dr. Kumar,Hard,Average,88.31,Excellent,Completed,Average,Easy
C1650,Web Development,AI&DS,Introduction,Lesson 18,4276,90.0,75.1,49.4,100.0,5.0,60.6,1142,27,2024-01-01,Prof. Meena,Hard,good,73.245,Excellent,In Progress,Average,Medium
C1651,Python Programming,AI&DS,Advanced,Lesson 5,4199,84.0,59.7,87.7,35.1,3.4,38.6,1357,70,2024-01-01,Dr. Kumar,Hard,Poor,64.97,Average,Needs Attention,Good,Hard
C1652,DBMS,IT,Project,Lesson 10,4882,51.0,67.3,79.5,77.1,2.4,40.5,875,8,2025-05-05,Unknown,Easy,Poor,59.199999999999996,Poor,Needs Attention,Good,Medium
C1653,Web Development,AI&DS,Advanced,Lesson 21,2150,190.0,0.0,75.1,0.0,0.0,82.0,583,32,2024-01-01,Unknown,hard,Excellent,35.175,Poor,In Progress,Good,Hard
